,Time,Velocity,Acceleration
111953,6.5,23.4453,0.0406015
112055,6.599999999999994,23.4494,0.0407664
112157,6.700000000000003,23.4535,0.0409306
112259,6.799999999999997,23.4576,0.0410939
112361,6.8999999999999915,23.4617,0.0412565
112463,7.0,23.4659,0.0414183
112565,7.099999999999994,23.47,0.0415793
112667,7.200000000000003,23.4742,0.0417395
112769,7.299999999999997,23.4784,0.0418988
112871,7.3999999999999915,23.4826,0.0420574
112973,7.5,23.4868,0.0422151
113075,7.599999999999994,23.4911,0.042372
113177,7.700000000000003,23.4953,0.042528
113279,7.799999999999997,23.4996,0.0426832
113381,7.8999999999999915,23.5039,0.0428375
113483,8.0,23.5082,0.0429909
113585,8.099999999999994,23.5125,0.0431435
113687,8.200000000000003,23.5168,0.0432952
113789,8.299999999999997,23.5212,0.043446
113891,8.399999999999991,23.5255,0.0435959
113993,8.5,23.5299,0.0437449
114095,8.599999999999994,23.5343,0.0438931
114197,8.700000000000003,23.5387,0.0440403
114299,8.799999999999997,23.5431,0.0441866
114401,8.899999999999991,23.5475,0.0443319
114503,9.0,23.552,0.0444764
114605,9.099999999999994,23.5564,0.0446199
114707,9.200000000000003,23.5609,0.0447625
114809,9.299999999999997,23.5654,0.0449042
114911,9.399999999999991,23.5699,0.0450449
115013,9.5,23.5744,0.0451846
115115,9.599999999999994,23.579,0.0453234
115217,9.700000000000003,23.5835,0.0454612
115319,9.799999999999997,23.5881,0.0455981
115421,9.899999999999991,23.5927,0.045734
115523,10.0,23.5972,0.045869
115625,10.099999999999994,23.6018,0.0460029
115727,10.200000000000003,23.6065,0.0461359
115829,10.299999999999997,23.6111,0.0462679
115931,10.399999999999991,23.6157,0.0463989
116033,10.5,23.6204,0.0465289
116135,10.599999999999994,23.625,0.046658
116237,10.700000000000003,23.6297,0.046786
116339,10.799999999999997,23.6344,0.046913
116441,10.899999999999991,23.6391,0.047039
116543,11.0,23.6438,0.047164
116645,11.099999999999994,23.6486,0.0472881
116747,11.200000000000003,23.6533,0.047411
116849,11.299999999999997,23.658,0.047533
116951,11.399999999999991,23.6628,0.047654
117053,11.5,23.6676,0.0477739
117155,11.599999999999994,23.6724,0.0478929
117257,11.700000000000003,23.6772,0.0480108
117359,11.799999999999997,23.682,0.0481276
117461,11.899999999999991,23.6868,0.0482435
117563,12.0,23.6917,0.0483583
117665,12.099999999999994,23.6965,0.0484721
117767,12.200000000000003,23.7014,0.0485848
117869,12.299999999999997,23.7062,0.0486965
117971,12.399999999999991,23.7111,0.0488072
118073,12.5,23.716,0.0489168
118175,12.599999999999994,23.7209,0.0490254
118277,12.700000000000003,23.7258,0.049133
118379,12.799999999999997,23.7307,0.0492395
118481,12.899999999999991,23.7357,0.049345
118583,13.0,23.7406,0.0494495
118685,13.099999999999994,23.7456,0.0495529
118787,13.200000000000003,23.7505,0.0496552
118889,13.299999999999997,23.7555,0.0497565
118991,13.399999999999991,23.7605,0.0498568
119093,13.5,23.7655,0.049956
119195,13.599999999999994,23.7705,0.0500542
119297,13.700000000000003,23.7755,0.0501513
119399,13.799999999999997,23.7805,0.0502474
119501,13.899999999999991,23.7856,0.0503425
119603,14.0,23.7906,0.0504365
119705,14.099999999999994,23.7957,0.0505294
119807,14.200000000000003,23.8007,0.0506213
119909,14.299999999999997,23.8058,0.0507122
120011,14.399999999999991,23.8109,0.0508021
120113,14.5,23.816,0.0508908
120215,14.599999999999994,23.8211,0.0509786
120317,14.700000000000003,23.8262,0.0510653
120419,14.799999999999997,23.8313,0.051151
120521,14.899999999999991,23.8364,0.0512356
120623,15.0,23.8416,0.0513192
120725,15.099999999999994,23.8467,0.0514018
120827,15.200000000000003,23.8518,0.0514833
120929,15.299999999999997,23.857,0.0515638
121031,15.399999999999991,23.8622,0.0516433
121133,15.5,23.8673,0.0517218
121235,15.599999999999994,23.8725,0.0517992
121337,15.700000000000003,23.8777,0.0518756
121439,15.799999999999997,23.8829,0.0519509
121541,15.899999999999991,23.8881,0.0520253
121643,16.0,23.8933,0.0520986
121745,16.099999999999994,23.8985,0.0521709
121847,16.200000000000003,23.9038,0.0522422
121949,16.299999999999997,23.909,0.0523125
122051,16.39999999999999,23.9142,0.0523818
122153,16.5,23.9195,0.0524501
122255,16.599999999999994,23.9247,0.0525173
122357,16.700000000000003,23.93,0.0525836
122459,16.799999999999997,23.9352,0.0526488
122561,16.89999999999999,23.9405,0.0527131
122663,17.0,23.9458,0.0527764
122765,17.099999999999994,23.9511,0.0528386
122867,17.200000000000003,23.9564,0.0528999
122969,17.299999999999997,23.9617,0.0529602
123071,17.39999999999999,23.967,0.0530195
123173,17.5,23.9723,0.0530778
123275,17.599999999999994,23.9776,0.0531352
123377,17.700000000000003,23.9829,0.0531916
123479,17.799999999999997,23.9882,0.053247
123581,17.89999999999999,23.9936,0.0533014
123683,18.0,23.9989,0.0533549
123785,18.099999999999994,24.0042,0.0534074
123887,18.200000000000003,24.0096,0.053459
123989,18.299999999999997,24.0149,0.0535096
124091,18.39999999999999,24.0203,0.0535592
124193,18.5,24.0256,0.0536079
124295,18.599999999999994,24.031,0.0536557
124397,18.700000000000003,24.0364,0.0537025
124499,18.799999999999997,24.0418,0.0537484
124601,18.89999999999999,24.0471,0.0537934
124703,19.0,24.0525,0.0538374
124805,19.099999999999994,24.0579,0.0538805
124907,19.200000000000003,24.0633,0.0539227
125009,19.299999999999997,24.0687,0.053964
125111,19.39999999999999,24.0741,0.0540043
125213,19.5,24.0795,0.0540438
125315,19.599999999999994,24.0849,0.0540823
125417,19.700000000000003,24.0903,0.05412
125519,19.799999999999997,24.0957,0.0541567
125621,19.89999999999999,24.1012,0.0541926
125723,20.0,24.1066,0.0542276
125825,20.099999999999994,24.112,0.0542617
125927,20.200000000000003,24.1174,0.0542949
126029,20.299999999999997,24.1229,0.0543272
126131,20.39999999999999,24.1283,0.0543587
126233,20.5,24.1337,0.0543893
126335,20.599999999999994,24.1392,0.054419
126437,20.700000000000003,24.1446,0.0544479
126539,20.799999999999997,24.1501,0.054476
126641,20.89999999999999,24.1555,0.0545031
126743,21.0,24.161,0.0545295
126845,21.099999999999994,24.1664,0.054555
126947,21.200000000000003,24.1719,0.0545797
127049,21.299999999999997,24.1774,0.0546035
127151,21.39999999999999,24.1828,0.0546266
127253,21.5,24.1883,0.0546488
127355,21.599999999999994,24.1937,0.0546702
127457,21.700000000000003,24.1992,0.0546908
127559,21.799999999999997,24.2047,0.0547105
127661,21.89999999999999,24.2102,0.0547295
127763,22.0,24.2156,0.0547477
127865,22.099999999999994,24.2211,0.0547651
127967,22.200000000000003,24.2266,0.0547817
128069,22.299999999999997,24.2321,0.0547975
128171,22.39999999999999,24.2376,0.0548126
128273,22.5,24.243,0.0548269
128375,22.599999999999994,24.2485,0.0548404
128477,22.700000000000003,24.254,0.0548532
128579,22.799999999999997,24.2595,0.0548652
128681,22.89999999999999,24.265,0.0548764
128783,23.0,24.2705,0.0548869
128885,23.099999999999994,24.276,0.0548967
128987,23.200000000000003,24.2814,0.0549058
129089,23.299999999999997,24.2869,0.0549141
129191,23.39999999999999,24.2924,0.0549216
129293,23.5,24.2979,0.0549285
129395,23.599999999999994,24.3034,0.0549346
129497,23.700000000000003,24.3089,0.0549401
129599,23.799999999999997,24.3144,0.0549448
129701,23.89999999999999,24.3199,0.0549488
129803,24.0,24.3254,0.0549522
129905,24.099999999999994,24.3309,0.0549548
130007,24.200000000000003,24.3364,0.0549568
130109,24.299999999999997,24.3419,0.0549581
130211,24.39999999999999,24.3474,0.0549587
130313,24.5,24.3529,0.0549586
130415,24.599999999999994,24.3584,0.0549579
130517,24.700000000000003,24.3639,0.0549565
130619,24.799999999999997,24.3694,0.0549545
130721,24.89999999999999,24.3749,0.0549518
130823,24.999999999999986,24.3804,0.0549485
130925,25.10000000000001,24.3858,0.0549445
131027,25.200000000000003,24.3913,0.0549399
131129,25.299999999999997,24.3968,0.0549347
131231,25.39999999999999,24.4023,0.0549288
131333,25.499999999999986,24.4078,0.0549223
131435,25.60000000000001,24.4133,0.0549152
131537,25.700000000000003,24.4188,0.0549076
131639,25.799999999999997,24.4243,0.0548993
131741,25.89999999999999,24.4298,0.0548904
131843,25.999999999999986,24.4353,0.0548809
131945,26.10000000000001,24.4408,0.0548708
132047,26.200000000000003,24.4462,0.0548601
132149,26.299999999999997,24.4517,0.0548489
132251,26.39999999999999,24.4572,0.0548371
132353,26.499999999999986,24.4627,0.0548247
132455,26.60000000000001,24.4682,0.0548118
132557,26.700000000000003,24.4737,0.0547983
132659,26.799999999999997,24.4791,0.0547842
132761,26.89999999999999,24.4846,0.0547696
132863,26.999999999999986,24.4901,0.0547545
132965,27.10000000000001,24.4956,0.0547388
133067,27.200000000000003,24.501,0.0547226
133169,27.299999999999997,24.5065,0.0547059
133271,27.39999999999999,24.512,0.0546886
133373,27.499999999999986,24.5174,0.0546708
133475,27.60000000000001,24.5229,0.0546525
133577,27.700000000000003,24.5284,0.0546337
133679,27.799999999999997,24.5338,0.0546144
133781,27.89999999999999,24.5393,0.0545946
133883,27.999999999999986,24.5447,0.0545743
133985,28.10000000000001,24.5502,0.0545535
134087,28.200000000000003,24.5557,0.0545322
134189,28.299999999999997,24.5611,0.0545105
134291,28.39999999999999,24.5666,0.0544883
134393,28.499999999999986,24.572,0.0544656
134495,28.60000000000001,24.5774,0.0544424
134597,28.700000000000003,24.5829,0.0544188
134699,28.799999999999997,24.5883,0.0543947
134801,28.89999999999999,24.5938,0.0543702
134903,28.999999999999986,24.5992,0.0543452
135005,29.10000000000001,24.6046,0.0543198
135107,29.200000000000003,24.6101,0.0542939
135209,29.299999999999997,24.6155,0.0542676
135311,29.39999999999999,24.6209,0.0542409
135413,29.499999999999986,24.6263,0.0542137
135515,29.60000000000001,24.6317,0.0541862
135617,29.700000000000003,24.6372,0.0541582
135719,29.799999999999997,24.6426,0.0541298
135821,29.89999999999999,24.648,0.054101
135923,29.999999999999986,24.6534,0.0540718
136025,30.10000000000001,24.6588,0.0540422
136127,30.200000000000003,24.6642,0.0540123
136229,30.299999999999997,24.6696,0.0539819
136331,30.39999999999999,24.675,0.0539511
136433,30.499999999999986,24.6804,0.05392
136535,30.60000000000001,24.6858,0.0538885
136637,30.700000000000003,24.6912,0.0538566
136739,30.799999999999997,24.6965,0.0538243
136841,30.89999999999999,24.7019,0.0537917
136943,30.999999999999986,24.7073,0.0537588
137045,31.10000000000001,24.7127,0.0537254
137147,31.200000000000003,24.718,0.0536918
137249,31.299999999999997,24.7234,0.0536578
137351,31.39999999999999,24.7288,0.0536234
137453,31.499999999999986,24.7341,0.0535887
137555,31.60000000000001,24.7395,0.0535537
137657,31.700000000000003,24.7448,0.0535183
137759,31.799999999999997,24.7502,0.0534826
137861,31.89999999999999,24.7555,0.0534466
137963,31.999999999999986,24.7609,0.0534103
138065,32.10000000000001,24.7662,0.0533737
138167,32.2,24.7715,0.0533367
138269,32.3,24.7769,0.0532995
138371,32.39999999999999,24.7822,0.0532619
138473,32.499999999999986,24.7875,0.0532241
138575,32.60000000000001,24.7928,0.053186
138677,32.7,24.7982,0.0531475
138779,32.8,24.8035,0.0531088
138881,32.89999999999999,24.8088,0.0530698
138983,32.999999999999986,24.8141,0.0530305
139085,33.10000000000001,24.8194,0.052991
139187,33.2,24.8247,0.0529512
139289,33.3,24.83,0.0529111
139391,33.39999999999999,24.8352,0.0528707
139493,33.499999999999986,24.8405,0.0528301
139595,33.60000000000001,24.8458,0.0527892
139697,33.7,24.8511,0.0527481
139799,33.8,24.8564,0.0527067
139901,33.89999999999999,24.8616,0.0526651
140003,33.999999999999986,24.8669,0.0526233
140105,34.10000000000001,24.8721,0.0525812
140207,34.2,24.8774,0.0525388
140309,34.3,24.8826,0.0524963
140411,34.39999999999999,24.8879,0.0524535
140513,34.499999999999986,24.8931,0.0524104
140615,34.60000000000001,24.8984,0.0523672
140717,34.7,24.9036,0.0523237
140819,34.8,24.9088,0.0522801
140921,34.89999999999999,24.914,0.0522362
141023,34.999999999999986,24.9193,0.0521921
141125,35.10000000000001,24.9245,0.0521478
141227,35.2,24.9297,0.0521033
141329,35.3,24.9349,0.0520586
141431,35.39999999999999,24.9401,0.0520137
141533,35.499999999999986,24.9453,0.0519686
141635,35.60000000000001,24.9505,0.0519233
141737,35.7,24.9557,0.0518778
141839,35.8,24.9609,0.0518322
141941,35.89999999999999,24.966,0.0517863
142043,35.999999999999986,24.9712,0.0517403
142145,36.10000000000001,24.9764,0.0516942
142247,36.2,24.9815,0.0516478
142349,36.3,24.9867,0.0516013
142451,36.39999999999999,24.9919,0.0515546
142553,36.499999999999986,24.997,0.0515077
142655,36.60000000000001,25.0022,0.0514607
142757,36.7,25.0073,0.0514135
142859,36.8,25.0124,0.0513662
142961,36.89999999999999,25.0176,0.0513187
143063,36.999999999999986,25.0227,0.0512711
143165,37.10000000000001,25.0278,0.0512233
143267,37.2,25.0329,0.0511754
143369,37.3,25.038,0.0511274
143471,37.39999999999999,25.0432,0.0510792
143573,37.499999999999986,25.0483,0.0510308
143675,37.60000000000001,25.0534,0.0509824
143777,37.7,25.0585,0.0509338
143879,37.8,25.0635,0.050885
143981,37.89999999999999,25.0686,0.0508362
144083,37.999999999999986,25.0737,0.0507872
144185,38.10000000000001,25.0788,0.0507381
144287,38.2,25.0838,0.0506889
144389,38.3,25.0889,0.0506396
144491,38.39999999999999,25.094,0.0505902
144593,38.499999999999986,25.099,0.0505406
144695,38.60000000000001,25.1041,0.0504909
144797,38.7,25.1091,0.0504412
144899,38.8,25.1142,0.0503913
145001,38.89999999999999,25.1192,0.0503413
145103,38.999999999999986,25.1242,0.0502913
145205,39.10000000000001,25.1292,0.0502411
145307,39.2,25.1343,0.0501909
145409,39.3,25.1393,0.0501405
145511,39.39999999999999,25.1443,0.0500901
145613,39.499999999999986,25.1493,0.0500395
145715,39.60000000000001,25.1543,0.0499889
145817,39.7,25.1593,0.0499382
145919,39.8,25.1643,0.0498874
146021,39.89999999999999,25.1693,0.0498366
146123,39.999999999999986,25.1742,0.0497857
146225,40.10000000000001,25.1792,0.0497346
146327,40.2,25.1842,0.0496836
146429,40.3,25.1891,0.0496324
146531,40.39999999999999,25.1941,0.0495812
146633,40.499999999999986,25.199,0.0495299
146735,40.60000000000001,25.204,0.0494785
146837,40.7,25.2089,0.0494271
146939,40.8,25.2139,0.0493756
147041,40.89999999999999,25.2188,0.0493241
147143,40.999999999999986,25.2237,0.0492725
147245,41.10000000000001,25.2287,0.0492208
147347,41.2,25.2336,0.0491691
147449,41.3,25.2385,0.0491174
147551,41.39999999999999,25.2434,0.0490656
147653,41.499999999999986,25.2483,0.0490137
147755,41.60000000000001,25.2532,0.0489618
147857,41.7,25.2581,0.0489098
147959,41.8,25.263,0.0488578
148061,41.89999999999999,25.2678,0.0488058
148163,41.999999999999986,25.2727,0.0487537
148265,42.10000000000001,25.2776,0.0487016
148367,42.2,25.2825,0.0486494
148469,42.3,25.2873,0.0485973
148571,42.39999999999999,25.2922,0.048545
148673,42.499999999999986,25.297,0.0484928
148775,42.60000000000001,25.3019,0.0484405
148877,42.7,25.3067,0.0483882
148979,42.8,25.3115,0.0483358
149081,42.89999999999999,25.3164,0.0482835
149183,42.999999999999986,25.3212,0.0482311
149285,43.10000000000001,25.326,0.0481787
149387,43.2,25.3308,0.0481262
149489,43.3,25.3356,0.0480738
149591,43.39999999999999,25.3404,0.0480213
149693,43.499999999999986,25.3452,0.0479688
149795,43.60000000000001,25.35,0.0479163
149897,43.7,25.3548,0.0478638
149999,43.8,25.3596,0.0478112
150101,43.89999999999999,25.3644,0.0477587
150203,43.999999999999986,25.3691,0.0477061
150305,44.10000000000001,25.3739,0.0476536
150407,44.2,25.3787,0.047601
150509,44.3,25.3834,0.0475484
150611,44.39999999999999,25.3882,0.0474958
150713,44.499999999999986,25.3929,0.0474432
150815,44.60000000000001,25.3976,0.0473906
150917,44.7,25.4024,0.047338
151019,44.8,25.4071,0.0472854
151121,44.89999999999999,25.4118,0.0472329
151223,44.999999999999986,25.4165,0.0471803
151325,45.10000000000001,25.4213,0.0471277
151427,45.2,25.426,0.0470751
151529,45.3,25.4307,0.0470225
151631,45.39999999999999,25.4354,0.0469699
151733,45.499999999999986,25.4401,0.0469174
151835,45.60000000000001,25.4447,0.0468648
151937,45.7,25.4494,0.0468123
152039,45.8,25.4541,0.0467597
152141,45.89999999999999,25.4588,0.0467072
152243,45.999999999999986,25.4634,0.0466547
152345,46.10000000000001,25.4681,0.0466022
152447,46.2,25.4728,0.0465497
152549,46.3,25.4774,0.0464972
152651,46.39999999999999,25.482,0.0464448
152753,46.499999999999986,25.4867,0.0463924
152855,46.60000000000001,25.4913,0.0463399
152957,46.7,25.496,0.0462875
153059,46.8,25.5006,0.0462352
153161,46.89999999999999,25.5052,0.0461828
153263,46.999999999999986,25.5098,0.0461305
153365,47.10000000000001,25.5144,0.0460782
153467,47.2,25.519,0.0460259
153569,47.3,25.5236,0.0459736
153671,47.39999999999999,25.5282,0.0459214
153773,47.499999999999986,25.5328,0.0458692
153875,47.60000000000001,25.5374,0.045817
153977,47.7,25.542,0.0457649
154079,47.8,25.5465,0.0457128
154181,47.89999999999999,25.5511,0.0456607
154283,47.999999999999986,25.5556,0.0456086
154385,48.10000000000001,25.5602,0.0455566
154487,48.2,25.5648,0.0455046
154589,48.3,25.5693,0.0454526
154691,48.39999999999999,25.5738,0.0454007
154793,48.499999999999986,25.5784,0.0453488
154895,48.60000000000001,25.5829,0.0452969
154997,48.7,25.5874,0.0452451
155099,48.8,25.5919,0.0451933
155201,48.89999999999999,25.5965,0.0451416
155303,48.999999999999986,25.601,0.0450899
155405,49.10000000000001,25.6055,0.0450382
155507,49.2,25.61,0.0449866
155609,49.3,25.6145,0.044935
155711,49.39999999999999,25.619,0.0448834
155813,49.499999999999986,25.6234,0.0448319
155915,49.60000000000001,25.6279,0.0447804
156017,49.7,25.6324,0.044729
156119,49.8,25.6369,0.0446776
156221,49.89999999999999,25.6413,0.0446263
156323,49.999999999999986,25.6458,0.044575
156425,50.10000000000001,25.6502,0.0445237
156527,50.2,25.6547,0.0444725
156629,50.3,25.6591,0.0444213
156731,50.39999999999999,25.6636,0.0443702
156833,50.499999999999986,25.668,0.0443192
156935,50.60000000000001,25.6724,0.0442681
157037,50.7,25.6768,0.0442172
157139,50.8,25.6813,0.0441662
157241,50.89999999999999,25.6857,0.0441154
157343,50.999999999999986,25.6901,0.0440645
157445,51.10000000000001,25.6945,0.0440138
157547,51.2,25.6989,0.043963
157649,51.3,25.7033,0.0439124
157751,51.39999999999999,25.7076,0.0438617
157853,51.499999999999986,25.712,0.0438112
157955,51.60000000000001,25.7164,0.0437606
158057,51.7,25.7208,0.0437102
158159,51.8,25.7251,0.0436597
158261,51.89999999999999,25.7295,0.0436094
158363,51.999999999999986,25.7339,0.0435591
158465,52.10000000000001,25.7382,0.0435088
158567,52.2,25.7426,0.0434586
158669,52.3,25.7469,0.0434085
158771,52.39999999999999,25.7512,0.0433584
158873,52.499999999999986,25.7556,0.0433084
158975,52.60000000000001,25.7599,0.0432584
159077,52.7,25.7642,0.0432085
159179,52.8,25.7685,0.0431586
159281,52.89999999999999,25.7728,0.0431088
159383,52.999999999999986,25.7771,0.043059
159485,53.10000000000001,25.7814,0.0430093
159587,53.2,25.7857,0.0429597
159689,53.3,25.79,0.0429101
159791,53.39999999999999,25.7943,0.0428606
159893,53.499999999999986,25.7986,0.0428112
159995,53.60000000000001,25.8029,0.0427618
160097,53.7,25.8071,0.0427124
160199,53.8,25.8114,0.0426631
160301,53.89999999999999,25.8157,0.0426139
160403,53.999999999999986,25.8199,0.0425648
160505,54.10000000000001,25.8242,0.0425157
160607,54.2,25.8284,0.0424666
160709,54.3,25.8327,0.0424177
160811,54.39999999999999,25.8369,0.0423688
160913,54.499999999999986,25.8411,0.0423199
161015,54.60000000000001,25.8454,0.0422711
161117,54.7,25.8496,0.0422224
161219,54.8,25.8538,0.0421737
161321,54.89999999999999,25.858,0.0421251
161423,54.999999999999986,25.8622,0.0420766
161525,55.10000000000001,25.8664,0.0420281
161627,55.2,25.8706,0.0419797
161729,55.3,25.8748,0.0419313
161831,55.39999999999999,25.879,0.0418831
161933,55.499999999999986,25.8832,0.0418348
162035,55.60000000000001,25.8874,0.0417867
162137,55.7,25.8915,0.0417386
162239,55.8,25.8957,0.0416906
162341,55.89999999999999,25.8999,0.0416426
162443,55.999999999999986,25.904,0.0415947
162545,56.10000000000001,25.9082,0.0415469
162647,56.2,25.9123,0.0414991
162749,56.3,25.9165,0.0414514
162851,56.39999999999999,25.9206,0.0414038
162953,56.499999999999986,25.9248,0.0413562
163055,56.60000000000001,25.9289,0.0413087
163157,56.7,25.933,0.0412612
163259,56.8,25.9371,0.0412139
163361,56.89999999999999,25.9413,0.0411666
163463,56.999999999999986,25.9454,0.0411193
163565,57.10000000000001,25.9495,0.0410721
163667,57.2,25.9536,0.041025
163769,57.3,25.9577,0.040978
163871,57.39999999999999,25.9618,0.040931
163973,57.499999999999986,25.9659,0.0408841
164075,57.60000000000001,25.9699,0.0408373
164177,57.7,25.974,0.0407905
164279,57.8,25.9781,0.0407438
164381,57.89999999999999,25.9822,0.0406971
164483,57.999999999999986,25.9862,0.0406505
164585,58.10000000000001,25.9903,0.040604
164687,58.2,25.9943,0.0405576
164789,58.3,25.9984,0.0405112
164891,58.39999999999999,26.0024,0.0404649
164993,58.499999999999986,26.0065,0.0404187
165095,58.60000000000001,26.0105,0.0403725
165197,58.7,26.0146,0.0403264
165299,58.8,26.0186,0.0402803
165401,58.89999999999999,26.0226,0.0402344
165503,58.999999999999986,26.0266,0.0401885
165605,59.10000000000001,26.0306,0.0401426
165707,59.2,26.0346,0.0400969
165809,59.3,26.0387,0.0400512
165911,59.39999999999999,26.0427,0.0400055
166013,59.499999999999986,26.0467,0.0399599
166115,59.60000000000001,26.0506,0.0399144
166217,59.7,26.0546,0.039869
166319,59.8,26.0586,0.0398236
166421,59.89999999999999,26.0626,0.0397783
166523,59.999999999999986,26.0666,0.0397331
166625,60.10000000000001,26.0705,0.0396879
166727,60.2,26.0745,0.0396428
166829,60.3,26.0785,0.0395978
166931,60.39999999999999,26.0824,0.0395528
167033,60.499999999999986,26.0864,0.0395079
167135,60.60000000000001,26.0903,0.0394631
167237,60.7,26.0943,0.0394183
167339,60.8,26.0982,0.0393736
167441,60.89999999999999,26.1021,0.0393289
167543,60.999999999999986,26.106,0.0392844
167645,61.10000000000001,26.11,0.0392398
167747,61.2,26.1139,0.0391954
167849,61.3,26.1178,0.039151
167951,61.39999999999999,26.1217,0.0391067
168053,61.499999999999986,26.1256,0.0390624
168155,61.60000000000001,26.1295,0.0390182
168257,61.7,26.1334,0.0389741
168359,61.8,26.1373,0.03893
168461,61.89999999999999,26.1412,0.038886
168563,61.999999999999986,26.1451,0.038842
168665,62.10000000000001,26.149,0.0387982
168767,62.2,26.1528,0.0387543
168869,62.3,26.1567,0.0387106
168971,62.39999999999999,26.1606,0.0386668
169073,62.499999999999986,26.1644,0.0386232
169175,62.60000000000001,26.1683,0.0385796
169277,62.7,26.1722,0.0385361
169379,62.8,26.176,0.0384926
169481,62.89999999999999,26.1799,0.0384492
169583,62.999999999999986,26.1837,0.0384058
169685,63.10000000000001,26.1875,0.0383625
169787,63.2,26.1914,0.0383192
169889,63.3,26.1952,0.038276
169991,63.39999999999999,26.199,0.0382328
170093,63.499999999999986,26.2028,0.0381897
170195,63.60000000000001,26.2066,0.0381466
170297,63.7,26.2105,0.0381036
170399,63.8,26.2143,0.0380606
170501,63.89999999999999,26.2181,0.0380177
170603,63.999999999999986,26.2219,0.0379748
170705,64.10000000000001,26.2257,0.0379319
170807,64.2,26.2294,0.0378891
170909,64.3,26.2332,0.0378463
171011,64.39999999999999,26.237,0.0378036
171113,64.49999999999999,26.2408,0.0377609
171215,64.60000000000001,26.2446,0.0377182
171317,64.7,26.2483,0.0376755
171419,64.8,26.2521,0.0376329
171521,64.89999999999999,26.2558,0.0375903
171623,64.99999999999999,26.2596,0.0375477
171725,65.10000000000001,26.2633,0.0375051
171827,65.2,26.2671,0.0374626
171929,65.3,26.2708,0.03742
172031,65.39999999999999,26.2746,0.0373774
172133,65.49999999999999,26.2783,0.0373349
172235,65.60000000000001,26.282,0.0372923
172337,65.7,26.2858,0.0372498
172439,65.8,26.2895,0.0372072
172541,65.89999999999999,26.2932,0.0371646
172643,65.99999999999999,26.2969,0.037122
172745,66.10000000000001,26.3006,0.0370793
172847,66.2,26.3043,0.0370367
172949,66.3,26.308,0.0369939
173051,66.39999999999999,26.3117,0.0369512
173153,66.49999999999999,26.3154,0.0369083
173255,66.60000000000001,26.3191,0.0368654
173357,66.7,26.3228,0.0368225
173459,66.8,26.3265,0.0367794
173561,66.89999999999999,26.3301,0.0367363
173663,66.99999999999999,26.3338,0.036693
173765,67.10000000000001,26.3375,0.0366497
173867,67.2,26.3411,0.0366062
